category	subcategory	subsubcategory	unit	name	year	co2	ch4	n2o	other	total	uncertainty	ef.unit	method	module	nacres.description.en	per1p5macro.ef.kg.co2e.per.euro	meso.ef.kg.co2e.per.euro	micro.ef.kg.co2e.per.euro	per1p5.uncertainty.attr.kg.co2e.per.euro	micro.code	micro.description	meso.code	meso.description	uncertainty.groupby
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	AF01	euro	MOBILIER PEDAGOGIQUE	2019	0.0	0.0	0.0	0.0	0.52	0.416	kg eCO2/euro	macro	purchases	EDUCATIONAL FURNITURE	0.52			0.17					AF01
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	AF11	euro	ARTICLES DE DECORATION ET D'ORNEMENT	2019	0.0	0.0	0.0	0.0	1.1	0.8800000000000001	kg eCO2/euro	macro	purchases	DECORATIVE AND ORNAMENTAL ITEMS	1.1			1.8					AF11
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	AF21	euro	LOCATION DE SALLES DE COURTE DUREE (HORS EVENEMENTIEL)	2019	0.0	0.0	0.0	0.0	0.31	0.248	kg eCO2/euro	macro	purchases	SHORT-TERM ROOM RENTALS (EXCLUDING EVENTS)	0.31			0.13					AF21
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	AF31	euro	CARTES MULTISERVICES	2019	0.0	0.0	0.0	0.0	0.33	0.264	kg eCO2/euro	macro	purchases	MULTISERVICE CARDS	0.33			0.21					AF31
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	AF32	euro	SYSTEMES DE CREATION ET DE GESTION DE CARTES MULTISERVICES	2019	0.0	0.0	0.0	0.0	0.28	0.224	kg eCO2/euro	macro	purchases	SYSTEMS FOR THE CREATION AND MANAGEMENT OF MULTISERVICE CARDS	0.28			0.2					AF32
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	AF33	euro	REPAR. ET MAINTECE DE SYSTEMES DE CREATION ET DE GESTION DE CARTES MULTISERVICES	2019	0.0	0.0	0.0	0.0	0.21	0.168	kg eCO2/euro	macro	purchases	REPAIR. AND MAINTENANCE OF SYSTEMS FOR THE CREATION AND MANAGEMENT OF MULTISERVICE CARDS	0.21			0.16					UG43
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BA01	euro	ELECTRICITE DISTRIBUEE	2019	0.0	0.0	0.0	0.0	3.1	2.48	kg eCO2/euro	macro	energy	DISTRIBUTED ELECTRICITY	3.1			2.8					BA01
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BA02	euro	COMBUSTIBLES GAZEUX DISTRIBUES	2019	0.0	0.0	0.0	0.0	1.3	1.04	kg eCO2/euro	macro	energy	DISTRIBUTED GASEOUS FUELS	1.3			0.3					BA02
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BA03	euro	EAU COURANTE	2019	0.0	0.0	0.0	0.0	0.55	0.4400000000000001	kg eCO2/euro	macro	purchases	RUNNING WATER	0.55			0.45					BA03
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BA04	euro	FIOUL DOMESTIQUE	2019	0.0	0.0	0.0	0.0	0.5	0.4	kg eCO2/euro	macro	energy	DOMESTIC FUEL OIL	0.5			0.56					BA04
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BA05	euro	CHAUFFAGE URBAIN	2019	0.0	0.0	0.0	0.0	0.5	0.4	kg eCO2/euro	macro	energy	DISTRICT HEATING	0.5			0.56					BA05
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BA06	euro	AUTRES COMBUSTIBLES (BOIS DE CHAUFFAGE,_x001A_)	2019	0.0	0.0	0.0	0.0	0.43	0.344	kg eCO2/euro	macro	energy	OTHER FUELS (FIREWOOD,...)	0.43			0.08					BA06
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BA11	euro	MATERIEL DE STOCKAGE DES FLUIDES (CUVES A FIOUL,_x001A_)	2019	0.0	0.0	0.0	0.0	0.52	0.416	kg eCO2/euro	macro	purchases	FLUID STORAGE EQUIPMENT (FUEL TANKS,...)	0.52			0.28					VA11
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BB01	euro	PRODUITS ET PETITES FOURNITURES D'HYGIENE ET DE TOILETTE	2019	0.0	0.0	0.0	0.0	0.95	0.76	kg eCO2/euro	macro	purchases	PRODUCTS AND SMALL SUPPLIES FOR HYGIENE AND TOILETRY	0.95			0.59					BB01
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BB02	euro	PRODUITS ET PETITES FOURNITURES D'ENTRETIEN MENAGER	2019	0.0	0.0	0.0	0.0	0.88	0.7040000000000001	kg eCO2/euro	macro	purchases	PRODUCTS AND SMALL SUPPLIES FOR HOUSEKEEPING	0.88			0.63					NB34
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BB03	euro	MATERIEL POUR L'ENTRETIEN DES LOCAUX	2019	0.0	0.0	0.0	0.0	0.46	0.368	kg eCO2/euro	macro	purchases	MATERIALS FOR THE MAINTENANCE OF PREMISES	0.46			0.17					BB03
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BB04	euro	MATERIELS POUR LE TRAITEMENT DES DECHETS	2019	0.0	0.0	0.0	0.0	0.41	0.328	kg eCO2/euro	macro	purchases	MATERIALS FOR WASTE TREATMENT	0.41			0.19					BB04
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BB11	euro	SERVICES DE NETTOYAGE COURANT DES LOCAUX	2019	0.0	0.0	0.0	0.0	0.18	0.144	kg eCO2/euro	macro	purchases	ROUTINE CLEANING SERVICES OF PREMISES	0.18			0.05					BB14
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BB12	euro	SERVICES DE NETTOYAGE SPECIALISE DES LOCAUX	2019	0.0	0.0	0.0	0.0	0.18	0.144	kg eCO2/euro	macro	purchases	SPECIALIZED PREMISES CLEANING SERVICES	0.18			0.05					BB14
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BB13	euro	SERVICES DE NETTOYAGE DES VITRES	2019	0.0	0.0	0.0	0.0	0.18	0.144	kg eCO2/euro	macro	purchases	WINDOW CLEANING SERVICES	0.18			0.05					BB14
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BB14	euro	SERVICES DE NETTOYAGE ET D'ENTRETIEN DES LOCAUX SENSIBLES	2019	0.0	0.0	0.0	0.0	0.18	0.144	kg eCO2/euro	macro	purchases	SENSITIVE PREMISES CLEANING AND MAINTENANCE SERVICES	0.18			0.05					BB14
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BB21	euro	SERVICES DE DESINFECTION	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	macro	purchases	DISINFECTION SERVICES	0.2			0.06					BC12
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BB22	euro	SERVICES DE DERATISATION	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	macro	purchases	DERATIZATION SERVICES	0.2			0.06					BC12
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BB23	euro	SERVICES DE DESINSECTISATION	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	macro	purchases	INSECT CONTROL SERVICES	0.2			0.06					BC12
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BB24	euro	SERVICES DE DECONTAMINATION NUCLEAIRE, BIOLOGIQUE OU CHIMIQUE	2019	0.0	0.0	0.0	0.0	0.76	0.6080000000000001	kg eCO2/euro	macro	purchases	NUCLEAR, BIOLOGICAL OR CHEMICAL DECONTAMINATION SERVICES	0.76			1.1					BB36
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BB31	euro	SERVICES DE TRAITEMENT DES DECHETS CHIMIQUES ET ASSIMILES	2019	0.0	0.0	0.0	0.0	0.76	0.6080000000000001	kg eCO2/euro	macro	purchases	CHEMICAL AND SIMILAR WASTE TREATMENT SERVICES	0.76			1.1					BB36
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BB32	euro	SERV. TRAITMNT DECHETS BIOLOG. ET D'ACTIVIT. DE SOINS A RISQUES INFECTIEUX (DAS)	2019	0.0	0.0	0.0	0.0	0.76	0.6080000000000001	kg eCO2/euro	macro	purchases	SERV. TREATMENT OF BIOLOG. WASTE AND WASTE FROM INFECTIOUS CARE ACTIVITIES OF CARE WITH INFECTIOUS RISKS (DAS)	0.76			1.1					BB36
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BB33	euro	SERVICES DE TRAITEMENT DES DECHETS RADIOACTIFS D'ACTIVITES NUCLEAIRES	2019	0.0	0.0	0.0	0.0	0.76	0.6080000000000001	kg eCO2/euro	macro	purchases	TREATMENT SERVICES FOR RADIOACTIVE WASTE FROM NUCLEAR ACTIVITIES	0.76			1.1					BB36
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BB34	euro	SERVICES DE TRAITEMENT DES DECHETS DEEE	2019	0.0	0.0	0.0	0.0	0.76	0.6080000000000001	kg eCO2/euro	macro	purchases	WASTE TREATMENT SERVICES FOR DEEE	0.76			1.1					BB36
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BB35	euro	SERVICES DE TRAITEMENT DES DECHETS PAPIER	2019	0.0	0.0	0.0	0.0	0.76	0.6080000000000001	kg eCO2/euro	macro	purchases	PAPER WASTE TREATMENT SERVICES	0.76			1.1					BB36
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BB36	euro	SERVICES DE TRAITEMENT DES AUTRES DECHETS (MENAGERS, INDUSTRIELS,_x001A_)	2019	0.0	0.0	0.0	0.0	0.76	0.6080000000000001	kg eCO2/euro	macro	purchases	TREATMENT SERVICES OF OTHER WASTES (HOUSEHOLD, INDUSTRIAL,...)	0.76			1.1					BB36
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BB41	euro	REPARATION ET MAINTECE DU MATERIEL D'ENTRETIEN DES LOCAUX	2019	0.0	0.0	0.0	0.0	0.24	0.192	kg eCO2/euro	macro	purchases	REPAIR AND MAINTENANCE OF THE EQUIPMENT OF MAINTENANCE OF PREMISES	0.24			0.13					UF43
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BB42	euro	REPARATION ET MAINTECE DU MATERIEL POUR LE TRAITEMENT DES DECHETS	2019	0.0	0.0	0.0	0.0	0.24	0.192	kg eCO2/euro	macro	purchases	REPAIR AND MAINTENANCE OF WASTE TREATMENT EQUIPMENT	0.24			0.13					UF43
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BC01	euro	SERVICES DE GARDIENNAGE ET DE SECURITE	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	macro	purchases	SECURITY AND GUARDING SERVICES	0.2			0.15					BC02
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BC02	euro	SERVICES DE TELESURVEILLANCE	2019	0.0	0.0	0.0	0.0	0.2	0.16	kg eCO2/euro	macro	purchases	TELESURVEILLANCE SERVICES	0.2			0.15					BC02
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BC03	euro	SERVICES D'ACCUEIL	2019	0.0	0.0	0.0	0.0	0.12	0.096	kg eCO2/euro	macro	purchases	RECEPTION SERVICES	0.12			0.04					BC03
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BC11	euro	CONTR_x001A_LES RELATIFS A L'ENVIRONNEMENT (EAU, EAUX USEES, INCINERATEURS_x001A_)	2019	0.0	0.0	0.0	0.0	0.07	0.05600000000000001	kg eCO2/euro	meso	purchases	ENVIRONMENTAL CONTROLS (WATER, WASTE WATER, INCINERATORS...)	0.12	0.07		0.06			MLD2	Eurofins	BC11
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BC12	euro	CONTR_x001A_LES REGLEMENTAIRES DES EQUIPEMENTS DES BATIMENTS	2019	0.0	0.0	0.0	0.0	0.07	0.05600000000000001	kg eCO2/euro	meso	purchases	REGULATORY CONTROLS OF BUILDING EQUIPMENTS	0.2	0.07		0.06			MLD2	Eurofins	BC12
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BC13	euro	SERVICES D'ANALYSES ET ESSAIS DES PRODUITS ET EQUIPEMENTS (hors scientifique)	2019	0.0	0.0	0.0	0.0	0.07	0.05600000000000001	kg eCO2/euro	meso	purchases	PRODUCTS AND EQUIPMENT TESTING SERVICES (except scientific)	0.18	0.07		0.06			MLD2	Eurofins	UA37
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BD01	euro	MATERIAUX ET CONSOM. PR LA CONSTRUCT. ET L'ENTRETIEN DES BATIMENTS ET INFRASTR.	2019	0.0	0.0	0.0	0.0	0.83	0.664	kg eCO2/euro	macro	purchases	MATERIALS AND CONSUM. FOR CONSTRUCTION AND MAINTENANCE OF BUILDINGS AND INFRASTRUCTURES AND MAINTENANCE OF BUILDINGS AND INFRASTRUCTURES	0.83			0.65					BD01
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BD02	euro	FOURNITURES POUR LES INSTALLATIONS ELECTRIQUES DES BATIMENTS ET INFRASTRUCTURES	2019	0.0	0.0	0.0	0.0	0.46	0.368	kg eCO2/euro	macro	purchases	SUPPLIES FOR ELECTRICAL INSTALLATIONS OF BUILDINGS AND INFRASTRUCTURES	0.46			0.12					BD02
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BD03	euro	FOURNITURES DE PLOMBERIE	2019	0.0	0.0	0.0	0.0	0.41	0.328	kg eCO2/euro	macro	purchases	PLUMBING SUPPLIES	0.41			0.18					BD03
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BD04	euro	OUTILLAGE POUR LA CONSTRUCTION ET L'ENTRETIEN DES B_x001A_TIMENTS ET INFRASTRUCTURES	2019	0.0	0.0	0.0	0.0	0.43	0.344	kg eCO2/euro	macro	purchases	TOOLS FOR THE CONSTRUCTION AND MAINTENANCE OF BUILDINGS AND INFRASTRUCTURES	0.43			0.19					BD04
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BD05	euro	BATIMENTS PREFABRIQUES OU MODULAIRES	2019	0.0	0.0	0.0	0.0	0.4	0.3200000000000001	kg eCO2/euro	macro	purchases	PREFABRICATED OR MODULAR BUILDINGS	0.4			0.05					BD05
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BD11	euro	PORTES, FENETRES ET MENUISERIES	2019	0.0	0.0	0.0	0.0	0.43	0.344	kg eCO2/euro	macro	purchases	DOORS, WINDOWS AND JOINERY	0.43			0.13					BD11
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BD12	euro	FOURNITURES POUR LE REVETEMENT DES MURS ET PLAFONDS	2019	0.0	0.0	0.0	0.0	0.49	0.392	kg eCO2/euro	macro	purchases	SUPPLIES FOR WALL AND CEILING COVERING	0.49			0.15					BD12
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BD13	euro	FOURNITURES POUR LE REVETEMENT DES SOLS	2019	0.0	0.0	0.0	0.0	0.38	0.304	kg eCO2/euro	macro	purchases	SUPPLIES FOR FLOOR COVERING	0.38			0.33					BD13
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BD14	euro	FOURNITURES ET EQUIPEMENTS D'ORNEMENT DES LOCAUX	2019	0.0	0.0	0.0	0.0	0.52	0.416	kg eCO2/euro	macro	purchases	SUPPLIES AND EQUIPMENT FOR THE DECORATION OF PREMISES	0.52			0.12					BD14
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BD15	euro	QUINCALLERIE POUR L'AMENAGEMENT ET L'ENTRETIEN DES BATIMENTS	2019	0.0	0.0	0.0	0.0	0.44	0.352	kg eCO2/euro	macro	purchases	HARDWARE FOR BUILDING FURNISHING AND MAINTENANCE	0.44			0.15					RA23
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BD21	euro	PETITES FOURNITURES ELECTRIQUES POUR L'EQUIPEMENT DES BATIMENTS ET INFRASTR.	2019	0.0	0.0	0.0	0.0	0.59	0.472	kg eCO2/euro	macro	purchases	SMALL ELECTRICAL SUPPLIES FOR THE EQUIPMENT OF BUILDINGS AND INFRASTRUCTURES	0.59			0.44					BD21
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BD22	euro	GROS EQUIPEMENTS DES INSTALLATIONS ELECTRIQUES	2019	0.0	0.0	0.0	0.0	0.5	0.4	kg eCO2/euro	macro	purchases	LARGE EQUIPMENT FOR ELECTRICAL INSTALLATIONS	0.5			0.18					BD22
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BD23	euro	EQUIPEMENTS MECANIQUES POUR BATIMENTS	2019	0.0	0.0	0.0	0.0	0.47	0.376	kg eCO2/euro	macro	purchases	MECHANICAL EQUIPMENT FOR BUILDINGS	0.47			0.21					BD23
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BD24	euro	EQUIPEMENTS DE CHAUFFAGE, VENTILATION, CLIMATISATION (HORS BAT. EXPERIMENTAUX)	2019	0.0	0.0	0.0	0.0	0.48	0.384	kg eCO2/euro	macro	purchases	HEATING, VENTILATION AND AIR-CONDITIONING EQUIPMENT (EXCLUDING EXPERIMENTAL BUILDINGS)	0.48			0.2					BD24
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BD25	euro	EQUIPEMENTS SANITAIRES ET DE PLOMBERIE POUR L'EQUIPEMENT DES BATIMENTS	2019	0.0	0.0	0.0	0.0	0.61	0.488	kg eCO2/euro	macro	purchases	SANITARY AND PLUMBING EQUIPMENT FOR BUILDINGS	0.61			0.25					BD25
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BD26	euro	FOURNITURES ET EQUIPEMENT DE SIGNALISATION DES BATIMENTS ET INFRASTRUCTURES	2019	0.0	0.0	0.0	0.0	0.53	0.424	kg eCO2/euro	macro	purchases	SUPPLIES AND SIGNALLING EQUIPMENT FOR BUILDINGS AND INFRASTRUCTURES	0.53			0.15					BD26
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BD27	euro	FOURNITURES ET EQUIPEMENTS DE SECURITE (SYSTEMES D'ALARMES, EXTINCTEURS,_x001A_)	2019	0.0	0.0	0.0	0.0	0.93	0.7440000000000001	kg eCO2/euro	macro	purchases	SECURITY SUPPLIES AND EQUIPMENT (ALARM SYSTEMS, FIRE EXTINGUISHERS,...)	0.93			0.39					BD27
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BE01	euro	MACONNERIE, DEMOLITION ET DESAMIANTAGE	2019	0.0	0.0	0.0	0.0	0.37	0.296	kg eCO2/euro	macro	purchases	MASONRY, DEMOLITION AND ASBESTOS REMOVAL	0.37			0.03					BE09
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BE02	euro	MENUISERIE, SERRURERIE	2019	0.0	0.0	0.0	0.0	0.37	0.296	kg eCO2/euro	macro	purchases	CARPENTRY, LOCKSMITHING	0.37			0.03					BE09
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BE03	euro	ETANCHEITE, BARDAGE, COUVERTURE ET ZINGUERIE	2019	0.0	0.0	0.0	0.0	0.37	0.296	kg eCO2/euro	macro	purchases	WATERPROOFING, CLADDING, ROOFING AND ZINC WORK	0.37			0.03					BE09
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BE04	euro	PLATRERIE, CLOISONS SECHES, FAUX PLAFONDS	2019	0.0	0.0	0.0	0.0	0.37	0.296	kg eCO2/euro	macro	purchases	PLASTERING, DRYWALL, FALSE CEILINGS	0.37			0.03					BE09
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BE05	euro	PEINTURES, REVETEMENTS DE SOLS, RAVALEMENT	2019	0.0	0.0	0.0	0.0	0.37	0.296	kg eCO2/euro	macro	purchases	PAINTING, FLOOR COVERINGS, RESTORATION	0.37			0.03					BE09
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BE06	euro	ELECTRICITE SUR INSTALLATIONS ELECTRIQUES DES BATIMENTS	2019	0.0	0.0	0.0	0.0	0.37	0.296	kg eCO2/euro	macro	purchases	ELECTRICITY ON ELECTRICAL INSTALLATIONS OF BUILDINGS	0.37			0.03					BE09
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BE07	euro	CVC, PLOMBERIE ET FLUIDES SPECIAUX	2019	0.0	0.0	0.0	0.0	0.37	0.296	kg eCO2/euro	macro	purchases	HVAC, PLUMBING AND SPECIAL FLUIDS	0.37			0.03					BE09
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BE08	euro	VOIRIE RESEAUX DISTRIBUTION (VRD)	2019	0.0	0.0	0.0	0.0	0.37	0.296	kg eCO2/euro	macro	purchases	ROADS AND DISTRIBUTION NETWORKS (VRD)	0.37			0.03					BE09
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BE09	euro	AUTRES TRAVAUX D'AMENAGEMENT DES BATIMENTS	2019	0.0	0.0	0.0	0.0	0.37	0.296	kg eCO2/euro	macro	purchases	OTHER WORKS OF ARRANGEMENT OF THE BUILDINGS	0.37			0.03					BE09
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BE11	euro	REPARATION ET MAINTECE DES EQUIPEMENTS MECANIQUES DES BATIMENTS	2019	0.0	0.0	0.0	0.0	0.43	0.344	kg eCO2/euro	macro	purchases	REPAIR AND MAINTENANCE OF MECHANICAL EQUIPMENT OF BUILDINGS	0.43			0.1					BE17
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BE12	euro	REPARATION ET MAINTECE DES CHAMBRES FROIDES	2019	0.0	0.0	0.0	0.0	0.43	0.344	kg eCO2/euro	macro	purchases	REPAIR AND MAINTENANCE OF COLD ROOMS	0.43			0.1					BE17
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BE13	euro	REPARATION ET MAINTECE DES EQUIPEMENTS DE SECURITE	2019	0.0	0.0	0.0	0.0	0.43	0.344	kg eCO2/euro	macro	purchases	REPAIR AND MAINTENANCE OF SECURITY EQUIPMENT	0.43			0.1					BE17
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BE14	euro	REPARATION ET MAINTECE DES INSTALLATIONS ET EQUIPEMENTS ELECTRIQUES	2019	0.0	0.0	0.0	0.0	0.43	0.344	kg eCO2/euro	macro	purchases	REPAIR AND MAINTENANCE OF ELECTRICAL INSTALLATIONS AND EQUIPMENT	0.43			0.1					BE17
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BE15	euro	REPAR. ET MAINTECE EQUIPMTS CLIMATISATION, VENTILATION, CHAUFFAGE, RESERVOIRS	2019	0.0	0.0	0.0	0.0	0.43	0.344	kg eCO2/euro	macro	purchases	REPAIR. REPAIR AND MAINTENANCE OF AIR CONDITIONING, VENTILATION, HEATING, TANKS	0.43			0.1					BE17
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BE16	euro	REPARATION ET MAINTECE DES EQUIPEMENTS SANITAIRES ET PLOMBERIE	2019	0.0	0.0	0.0	0.0	0.43	0.344	kg eCO2/euro	macro	purchases	REPAIR AND MAINTENANCE OF SANITARY AND PLUMBING EQUIPMENT	0.43			0.1					BE17
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BE17	euro	REPARATION ET MAINTECE DES AUTRES EQUIPEMENTS DES BATIMENTS	2019	0.0	0.0	0.0	0.0	0.43	0.344	kg eCO2/euro	macro	purchases	REPAIR AND MAINTENANCE OF OTHER BUILDING EQUIPMENT	0.43			0.1					BE17
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BE21	euro	NE PLUS UTILISER	2019	0.0	0.0	0.0	0.0	0.36	0.288	kg eCO2/euro	macro	purchases	NO LONGER IN USE	0.36			0.0					BE21
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BF01	euro	TRAVAUX DE CONSTRUCTION NEUVE	2019	0.0	0.0	0.0	0.0	0.39	0.3120000000000001	kg eCO2/euro	macro	purchases	NEW CONSTRUCTION WORKS	0.39			0.06					BF03
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BF02	euro	TRAVAUX DE REHABILITATION OU DE REUTILISATION	2019	0.0	0.0	0.0	0.0	0.42	0.336	kg eCO2/euro	macro	purchases	REHABILITATION OR REUSE WORK	0.42			0.11					BF03
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BF03	euro	TRAVAUX DE MISE EN SECURITE OU DE MISE EN CONFORMITE REGLEMENTAIRE	2019	0.0	0.0	0.0	0.0	0.42	0.336	kg eCO2/euro	macro	purchases	SAFETY OR REGULATORY COMPLIANCE WORK	0.42			0.11					BF03
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BF11	euro	ASSISTANCE A LA MAITRISE D'OUVRAGE, CONDUITE D'OPERATIONS, APP	2019	0.0	0.0	0.0	0.0	0.16	0.128	kg eCO2/euro	macro	purchases	ASSISTANCE TO THE OWNER, MANAGEMENT OF OPERATIONS, PROJECT MANAGEMENT	0.16			0.02					BF15
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BF12	euro	MAITRISE D'OEUVRE ET INGENIERIE	2019	0.0	0.0	0.0	0.0	0.16	0.128	kg eCO2/euro	macro	purchases	PROJECT MANAGEMENT AND ENGINEERING	0.16			0.02					BF15
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BF13	euro	ETUDES PREALABLES (TOPOGRAPHIE, ETUDES DE SOL, PROSPECTION_x001A_), PROGRAMMATION	2019	0.0	0.0	0.0	0.0	0.16	0.128	kg eCO2/euro	macro	purchases	PRELIMINARY STUDIES (TOPOGRAPHY, SOIL SURVEYS, PROSPECTING...), PROGRAMMING	0.16			0.02					BF15
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BF14	euro	CONTROLES TECHNIQUES, MISSIONS DE SECURITE, CSPS	2019	0.0	0.0	0.0	0.0	0.16	0.128	kg eCO2/euro	macro	purchases	TECHNICAL CONTROLS, SAFETY MISSIONS, CSPS	0.16			0.02					BF15
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BF15	euro	DIAGNOSTICS, ORDONCEMENT-PILOTAGE-COORDINATION (OPC), SSI	2019	0.0	0.0	0.0	0.0	0.16	0.128	kg eCO2/euro	macro	purchases	DIAGNOSES, ORDERING-PILOTING-COORDINATION (OPC), SSI	0.16			0.02					BF15
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BG01	euro	PRODUITS PHYTOSANITAIRES POUR ESPACES VERTS	2019	0.0	0.0	0.0	0.0	0.89	0.7120000000000001	kg eCO2/euro	macro	purchases	PHYTOSANITARY PRODUCTS FOR GREEN SPACES	0.89			0.69					QA24
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BG02	euro	SEMENCES, ARBRES, PLANTES ET FLEURS POUR ESPACES VERTS	2019	0.0	0.0	0.0	0.0	1.3	1.04	kg eCO2/euro	macro	purchases	SEEDS, TREES, PLANTS AND FLOWERS FOR GREEN SPACES	1.3			0.9					BG02
	Vie du laboratoire (Alimentation, aménagement, loisirs, bâtiment)	BG03	euro	PETITES FOURNITURES POUR ESPACES VERTS	2019	0.0	0.0	0.0	0.0	0.6	0.48	kg eCO2/euro	macro	purchases	SMALL SUPPLIES FOR GREEN SPACES	0.6			0.08					BG03
