nacres.code	nacres.description.fr	nacres.description.en	ceda.code	ceda.description	ceda.ef.kg.co2e.per.euro	ceda.uncertainty.attr.kg.co2e.per.euro	ceda.uncertainty.80pct.kg.co2e.per.euro	ademe.code	ademe.description	ademe.ef.kg.co2e.per.euro	ademe.uncertainty.attr.kg.co2e.per.euro	ademe.uncertainty.80pct.kg.co2e.per.euro	useeio.code	useeio.description	useeio.ef.kg.co2e.per.euro	useeio.uncertainty.attr.kg.co2e.per.euro	useeio.uncertainty.80pct.kg.co2e.per.euro	per1p5macro.ef.kg.co2e.per.euro	per1p5macro.uncertainty.attr.kg.co2e.per.euro	per1p5macro.uncertainty.80pct.kg.co2e.per.euro	meso.code	meso.description	meso.ef.kg.co2e.per.euro	meso.uncertainty.kg.co2e.per.euro	micro.code	micro.description	micro.ef.kg.co2e.per.euro	micro.uncertainty.kg.co2e.per.euro	method	per1p5.ef.kg.co2e.per.euro	per1p5.uncertainty.attr.kg.co2e.per.euro	per1p5.uncertainty.80pct.kg.co2e.per.euro	uncertainty.groupby	module	category	scope.source.v4	scope.source.v5
AE01	VETEMENTS, CHAUSSURES ET ACCESSOIRES (HORS EPI)	CLOTHES, SHOES AND ACCESSORIES (EXCEPT EPI)						ADEME19	Textile et habillement	0.6	0.0	0.48	339920 / 314900	Sporting and athletic goods / Other textiles	0.77	0.06	0.6160000000000001	0.69	0.1	0.5519999999999999									macro	0.69	0.1	0.5519999999999999	AE01	purchases	lab.life	10	4.2
AE02	PETITES FOURNITURES DE SPORT	SMALL SPORTS SUPPLIES						ADEME20	Meubles et autres biens manufactures	0.5	0.0	0.4	339920	Sporting and athletic goods	0.8	0.0	0.6400000000000001	0.65	0.15	0.52									macro	0.65	0.15	0.52	AE03	purchases	lab.life	10	4.2
AE03	EQUIPEMENTS DE SPORT (POUR INFRASTRUCTURES,_x001A_)	SPORTS EQUIPMENT (FOR INFRASTRUCTURES,...)						ADEME20	Meubles et autres biens manufactures	0.5	0.0	0.4	339920	Sporting and athletic goods	0.8	0.0	0.6400000000000001	0.65	0.15	0.52									macro	0.65	0.15	0.52	AE03	purchases	lab.life	10	4.2
AE11	INSTRUMENTS DE MUSIQUE ET ACCESSOIRES	MUSICAL INSTRUMENTS AND ACCESSORIES						ADEME20	Meubles et autres biens manufactures	0.5	0.0	0.4	339990	Gaskets, seals, musical instruments, fasteners, brooms, brushes, mop and other misc. goods	0.19	0.0	0.152	0.32	0.16	0.256									macro	0.32	0.16	0.256	AE11	purchases	lab.life	10	4.2
AE21	JEUX EDUCATIFS	EDUCATIONAL GAMES						ADEME20	Meubles et autres biens manufactures	0.5	0.0	0.4	339930	Dolls, toys, and games	4.0	0.0	3.2	1.7	2.0	1.36									macro	1.7	2.0	1.36	AE25	purchases	lab.life	10	4.2
AE22	FOURNITURES ET EQUIPEMENTS POUR ACTIVITES EXTERIEURES	SUPPLIES AND EQUIPMENT FOR OUTDOOR ACTIVITIES						ADEME25	Machines et equipements	0.7	0.0	0.5599999999999999	339920	Sporting and athletic goods	0.8	0.0	0.6400000000000001	0.72	0.08	0.576									macro	0.72	0.08	0.576	UA52	purchases	lab.life	10	4.2
AE23	AUTRES FOURNITURES ET EQUIPEMENTS POUR ACTIVITES RECREATIVES	OTHER SUPPLIES AND EQUIPMENT FOR RECREATIONAL ACTIVITIES						ADEME25	Machines et equipements	0.7	0.0	0.5599999999999999	339920	Sporting and athletic goods	0.8	0.0	0.6400000000000001	0.72	0.08	0.576									macro	0.72	0.08	0.576	UA52	purchases	lab.life	10	4.2
AE24	JOUETS	TOYS						ADEME20	Meubles et autres biens manufactures	0.5	0.0	0.4	339930	Dolls, toys, and games	4.0	0.0	3.2	1.7	2.0	1.36									macro	1.7	2.0	1.36	AE25	purchases	lab.life	10	4.2
AE25	FIGURINES	FIGURES						ADEME20	Meubles et autres biens manufactures	0.5	0.0	0.4	339930	Dolls, toys, and games	4.0	0.0	3.2	1.7	2.0	1.36									macro	1.7	2.0	1.36	AE25	purchases	lab.life	10	4.2
AE26	PELUCHES	PELUCHS						ADEME19	Textile et habillement	0.6	0.0	0.48	339930	Dolls, toys, and games	4.0	0.0	3.2	1.7	2.0	1.36									macro	1.7	2.0	1.36	AE25	purchases	lab.life	10	4.2
AE27	ARTICLES TEXTILES ET BIJOUX	TEXTILE ARTICLES AND JEWELRY						ADEME19	Textile et habillement	0.6	0.0	0.48	339910 / 314900	Jewelry and silverware / Other textiles	0.51	0.3	0.408	0.55	0.25	0.4400000000000001									macro	0.55	0.25	0.4400000000000001	AE27	purchases	lab.life	10	4.2
AE31	REPARATION ET MAINTECE DES EQUIPEMENTS DE SPORT	REPAIR AND MAINTENANCE OF SPORTS EQUIPMENT						ADEME07	Reparation et installation de machines et d'equipements	0.39	0.0	0.3120000000000001	811300	Commercial machinery repair	0.19	0.0	0.152	0.24	0.13	0.192									macro	0.24	0.13	0.192	UB22	purchases	lab.life	9	4.5
AE32	REPARATION ET MAINTECE DES INSTRUMENTS DE MUSIQUE	REPAIR AND MAINTENANCE OF MUSICAL INSTRUMENTS						ADEME07	Reparation et installation de machines et d'equipements	0.39	0.0	0.3120000000000001	811300	Commercial machinery repair	0.19	0.0	0.152	0.24	0.13	0.192									macro	0.24	0.13	0.192	UB22	purchases	lab.life	9	4.5
AE33	REPARATION ET MAINTECE DES EQUIPEMENTS POUR ACTIVITES RECREATIVES	REPAIR AND MAINTENANCE OF EQUIPMENT FOR RECREATIONAL ACTIVITIES						ADEME07	Reparation et installation de machines et d'equipements	0.39	0.0	0.3120000000000001	811300	Commercial machinery repair	0.19	0.0	0.152	0.24	0.13	0.192									macro	0.24	0.13	0.192	UB22	purchases	lab.life	9	4.5
AE41	SERVICES D'ORGANISATION ET DE PROMOTION DES MANIF. SPORTIVES (HORS EVENEMENTIEL)	SERVICES FOR THE ORGANIZATION AND PROMOTION OF SPORTS EVENTS (EXCEPT FOR EVENTS)						ADEME34	Activites sportives, recreatives et de loisirs	0.27	0.0	0.216	711A00	Promoters and agents	0.12	0.0	0.096	0.18	0.08	0.144									macro	0.18	0.08	0.144	AE44	purchases	lab.life	9	4.5
AE42	SERVICES D'EVALUATION, D'ENREGISTREMENT OU DE CONTROLE DES PRESTATIONS SPORTIVES	SERVICES OF EVALUATION, REGISTRATION OR CONTROL OF SPORTS PERFORMANCES						ADEME34	Activites sportives, recreatives et de loisirs	0.27	0.0	0.216	711A00	Promoters and agents	0.12	0.0	0.096	0.18	0.08	0.144									macro	0.18	0.08	0.144	AE44	purchases	lab.life	9	4.5
AE43	SERVICES D'EXPLOITATION DES INSTALLATIONS SPORTIVES	SPORTS FACILITIES OPERATION SERVICES						ADEME34	Activites sportives, recreatives et de loisirs	0.27	0.0	0.216	713900	Golf courses, marinas, ski resorts, fitness and other rec centers and industries	0.35	0.0	0.28	0.34	0.07	0.272									macro	0.34	0.07	0.272	AE43	purchases	lab.life	9	4.5
AE44	AUTRES SERVICES POUR LE SPORT	OTHER SERVICES FOR SPORTS						ADEME34	Activites sportives, recreatives et de loisirs	0.27	0.0	0.216	711A00	Promoters and agents	0.12	0.0	0.096	0.18	0.08	0.144									macro	0.18	0.08	0.144	AE44	purchases	lab.life	9	4.5
AE51	SERVICES D'ANIMATION RECREATIFS	RECREATIONAL ANIMATION SERVICES						ADEME34	Activites sportives, recreatives et de loisirs	0.27	0.0	0.216	711A00	Promoters and agents	0.12	0.0	0.096	0.18	0.08	0.144									macro	0.18	0.08	0.144	AE44	purchases	lab.life	9	4.5
AE52	AUTRES SERVICES RECREATIFS	OTHER RECREATIONAL SERVICES						ADEME34	Activites sportives, recreatives et de loisirs	0.27	0.0	0.216	711A00	Promoters and agents	0.12	0.0	0.096	0.18	0.08	0.144									macro	0.18	0.08	0.144	AE44	purchases	lab.life	9	4.5
AF01	MOBILIER PEDAGOGIQUE	EDUCATIONAL FURNITURE						ADEME20	Meubles et autres biens manufactures	0.5	0.0	0.4	33721A / 337215	Office furniture and custom architectural woodwork and millwork / Shelving and lockers	0.56	0.16	0.4480000000000001	0.52	0.17	0.416									macro	0.52	0.17	0.416	AF01	purchases	lab.life	10	4.2
AF11	ARTICLES DE DECORATION ET D'ORNEMENT	DECORATIVE AND ORNAMENTAL ITEMS						ADEME20	Meubles et autres biens manufactures	0.5	0.0	0.4	339930 / 33721A	Dolls, toys, and games / Office furniture and custom architectural woodwork and millwork	2.2	2.5	1.76	1.1	1.8	0.8800000000000001									macro	1.1	1.8	0.8800000000000001	AF11	purchases	lab.life	10	4.2
AF21	LOCATION DE SALLES DE COURTE DUREE (HORS EVENEMENTIEL)	SHORT-TERM ROOM RENTALS (EXCLUDING EVENTS)						ADEME33	Activites creatives, artistiques et de spectacle; Biblioth_x001A_ques, archives, musees et autres activites culturelles; _x001A_ Organisation de jeux de hasard et d'argent	0.21	0.0	0.168	531ORE / 713900	Other real estate / Golf courses, marinas, ski resorts, fitness and other rec centers and industries	0.41	0.08	0.328	0.31	0.13	0.248									macro	0.31	0.13	0.248	AF21	purchases	lab.life	14	4.4
AF31	CARTES MULTISERVICES	MULTISERVICE CARDS						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334610	External hard drives, CDs, other storage media	0.09	0.0	0.072	0.33	0.21	0.264									macro	0.33	0.21	0.264	AF31	purchases	lab.life	9	4.1
AF32	SYSTEMES DE CREATION ET DE GESTION DE CARTES MULTISERVICES	SYSTEMS FOR THE CREATION AND MANAGEMENT OF MULTISERVICE CARDS						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	561400 / 334610	Business support / External hard drives, CDs, other storage media	0.13	0.05	0.104	0.28	0.2	0.224									macro	0.28	0.2	0.224	AF32	purchases	lab.life	10	4.2
AF33	REPAR. ET MAINTECE DE SYSTEMES DE CREATION ET DE GESTION DE CARTES MULTISERVICES	REPAIR. AND MAINTENANCE OF SYSTEMS FOR THE CREATION AND MANAGEMENT OF MULTISERVICE CARDS						ADEME07	Reparation et installation de machines et d'equipements	0.39	0.0	0.3120000000000001	811200	Electronic  equipment repair and maintenance	0.11	0.0	0.08800000000000001	0.21	0.16	0.168									macro	0.21	0.16	0.168	UG43	purchases	lab.life	9	4.5
BA01	ELECTRICITE DISTRIBUEE	DISTRIBUTED ELECTRICITY							Compte ailleurs / Consommation energetique	0.0	0.0	0.0	221100	Electricity	4.2	0.0	3.36	3.1	2.8	2.48									macro	3.1	2.8	2.48	BA01	energy	lab.life	6	2.1
BA02	COMBUSTIBLES GAZEUX DISTRIBUES	DISTRIBUTED GASEOUS FUELS						ADEME21	Produits chimiques	1.6	0.0	1.28	221200	Natural gas	0.94	0.0	0.752	1.3	0.34	1.04									macro	1.3	0.3	1.04	BA02	energy	lab.life	1	1.1
BA03	EAU COURANTE	RUNNING WATER						CUSTOM / CUSTOM	Eau de ville en France (min) / Eau de ville en France (max)	0.03	0.01	0.024	221300	Drinking water and wastewater treatment	0.73	0.0	0.584	0.55	0.45	0.4400000000000001									macro	0.55	0.45	0.4400000000000001	BA03	purchases	lab.life	9	4.1
BA04	FIOUL DOMESTIQUE	DOMESTIC FUEL OIL							Compte ailleurs / Consommation energetique	0.0	0.0	0.0	324190	Other petroleum and coal products	1.1	0.0	0.8800000000000001	0.5	0.56	0.4									macro	0.5	0.56	0.4	BA04	energy	lab.life	1	1.1
BA05	CHAUFFAGE URBAIN	DISTRICT HEATING							Compte ailleurs / Consommation energetique	0.0	0.0	0.0	324190	Other petroleum and coal products	1.1	0.0	0.8800000000000001	0.5	0.56	0.4									macro	0.5	0.56	0.4	BA05	energy	lab.life	1	1.1
BA06	AUTRES COMBUSTIBLES (BOIS DE CHAUFFAGE,_x001A_)	OTHER FUELS (FIREWOOD,...)						ADEME18	Bois et article en bois	0.5	0.0	0.4	113000	Timber and raw forest products	0.34	0.0	0.272	0.43	0.08	0.344									macro	0.43	0.08	0.344	BA06	energy	lab.life	1	1.1
BA11	MATERIEL DE STOCKAGE DES FLUIDES (CUVES A FIOUL,_x001A_)	FLUID STORAGE EQUIPMENT (FUEL TANKS,...)						ADEME24	Produits metalliques, sauf machines et equipements	0.6	0.0	0.48	332420	Heavy gauge metal tanks	0.21	0.0	0.168	0.52	0.28	0.416									macro	0.52	0.28	0.416	VA11	purchases	lab.life	10	4.2
BB01	PRODUITS ET PETITES FOURNITURES D'HYGIENE ET DE TOILETTE	PRODUCTS AND SMALL SUPPLIES FOR HYGIENE AND TOILETRY						ADEME21	Produits chimiques	1.6	0.0	1.28	325620 / 322291	Toiletries / Sanitary paper (tissues, napkins, diapers, etc.)	0.61	0.18	0.488	0.95	0.59	0.76									macro	0.95	0.59	0.76	BB01	purchases	lab.life	9	4.1
BB02	PRODUITS ET PETITES FOURNITURES D'ENTRETIEN MENAGER	PRODUCTS AND SMALL SUPPLIES FOR HOUSEKEEPING						ADEME21	Produits chimiques	1.6	0.0	1.28	325610	Soap and cleaning compounds	0.46	0.0	0.368	0.88	0.63	0.7040000000000001									macro	0.88	0.63	0.7040000000000001	NB34	purchases	lab.life	9	4.1
BB03	MATERIEL POUR L'ENTRETIEN DES LOCAUX	MATERIALS FOR THE MAINTENANCE OF PREMISES						ADEME20	Meubles et autres biens manufactures	0.5	0.0	0.4	325610 / 339990	Soap and cleaning compounds / Gaskets, seals, musical instruments, fasteners, brooms, brushes, mop and other misc. goods	0.32	0.19	0.256	0.46	0.17	0.368									macro	0.46	0.17	0.368	BB03	purchases	lab.life	10	4.2
BB04	MATERIELS POUR LE TRAITEMENT DES DECHETS	MATERIALS FOR WASTE TREATMENT						ADEME20	Meubles et autres biens manufactures	0.5	0.0	0.4	339990	Gaskets, seals, musical instruments, fasteners, brooms, brushes, mop and other misc. goods	0.19	0.0	0.152	0.41	0.19	0.328									macro	0.41	0.19	0.328	BB04	purchases	lab.life	10	4.2
BB11	SERVICES DE NETTOYAGE COURANT DES LOCAUX	ROUTINE CLEANING SERVICES OF PREMISES						ADEME05	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises)	0.17	0.0	0.136	561200 / 812900	Facilities support / Pet care, photofinishing, parking and other sundry services	0.21	0.08	0.168	0.18	0.05	0.144									macro	0.18	0.05	0.144	BB14	purchases	lab.life	9	4.5
BB12	SERVICES DE NETTOYAGE SPECIALISE DES LOCAUX	SPECIALIZED PREMISES CLEANING SERVICES						ADEME05	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises)	0.17	0.0	0.136	561200 / 812900	Facilities support / Pet care, photofinishing, parking and other sundry services	0.21	0.08	0.168	0.18	0.05	0.144									macro	0.18	0.05	0.144	BB14	purchases	lab.life	9	4.5
BB13	SERVICES DE NETTOYAGE DES VITRES	WINDOW CLEANING SERVICES						ADEME05	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises)	0.17	0.0	0.136	561200 / 812900	Facilities support / Pet care, photofinishing, parking and other sundry services	0.21	0.08	0.168	0.18	0.05	0.144									macro	0.18	0.05	0.144	BB14	purchases	lab.life	9	4.5
BB14	SERVICES DE NETTOYAGE ET D'ENTRETIEN DES LOCAUX SENSIBLES	SENSITIVE PREMISES CLEANING AND MAINTENANCE SERVICES						ADEME05	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises)	0.17	0.0	0.136	561200 / 812900	Facilities support / Pet care, photofinishing, parking and other sundry services	0.21	0.08	0.168	0.18	0.05	0.144									macro	0.18	0.05	0.144	BB14	purchases	lab.life	9	4.5
BB21	SERVICES DE DESINFECTION	DISINFECTION SERVICES						ADEME05	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises)	0.17	0.0	0.136	561200	Facilities support	0.27	0.0	0.216	0.2	0.06	0.16									macro	0.2	0.06	0.16	BC12	purchases	lab.life	9	4.5
BB22	SERVICES DE DERATISATION	DERATIZATION SERVICES						ADEME05	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises)	0.17	0.0	0.136	561200	Facilities support	0.27	0.0	0.216	0.2	0.06	0.16									macro	0.2	0.06	0.16	BC12	purchases	lab.life	9	4.5
BB23	SERVICES DE DESINSECTISATION	INSECT CONTROL SERVICES						ADEME05	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises)	0.17	0.0	0.136	561200	Facilities support	0.27	0.0	0.216	0.2	0.06	0.16									macro	0.2	0.06	0.16	BC12	purchases	lab.life	9	4.5
BB24	SERVICES DE DECONTAMINATION NUCLEAIRE, BIOLOGIQUE OU CHIMIQUE	NUCLEAR, BIOLOGICAL OR CHEMICAL DECONTAMINATION SERVICES						ADEME05	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises)	0.17	0.0	0.136	562000 / 561200	Waste management and remediation / Facilities support	1.1	1.2	0.8800000000000001	0.76	1.1	0.6080000000000001									macro	0.76	1.1	0.6080000000000001	BB36	purchases	lab.life	9	4.5
BB31	SERVICES DE TRAITEMENT DES DECHETS CHIMIQUES ET ASSIMILES	CHEMICAL AND SIMILAR WASTE TREATMENT SERVICES						ADEME05	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises)	0.17	0.0	0.136	562000 / 561200	Waste management and remediation / Facilities support	1.1	1.2	0.8800000000000001	0.76	1.1	0.6080000000000001									macro	0.76	1.1	0.6080000000000001	BB36	purchases	lab.life	11	4.3
BB32	SERV. TRAITMNT DECHETS BIOLOG. ET D'ACTIVIT. DE SOINS A RISQUES INFECTIEUX (DAS)	SERV. TREATMENT OF BIOLOG. WASTE AND WASTE FROM INFECTIOUS CARE ACTIVITIES OF CARE WITH INFECTIOUS RISKS (DAS)						ADEME05	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises)	0.17	0.0	0.136	562000 / 561200	Waste management and remediation / Facilities support	1.1	1.2	0.8800000000000001	0.76	1.1	0.6080000000000001									macro	0.76	1.1	0.6080000000000001	BB36	purchases	lab.life	11	4.3
BB33	SERVICES DE TRAITEMENT DES DECHETS RADIOACTIFS D'ACTIVITES NUCLEAIRES	TREATMENT SERVICES FOR RADIOACTIVE WASTE FROM NUCLEAR ACTIVITIES						ADEME05	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises)	0.17	0.0	0.136	562000 / 561200	Waste management and remediation / Facilities support	1.1	1.2	0.8800000000000001	0.76	1.1	0.6080000000000001									macro	0.76	1.1	0.6080000000000001	BB36	purchases	lab.life	11	4.3
BB34	SERVICES DE TRAITEMENT DES DECHETS DEEE	WASTE TREATMENT SERVICES FOR DEEE						ADEME05	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises)	0.17	0.0	0.136	562000 / 561200	Waste management and remediation / Facilities support	1.1	1.2	0.8800000000000001	0.76	1.1	0.6080000000000001									macro	0.76	1.1	0.6080000000000001	BB36	purchases	lab.life	11	4.3
BB35	SERVICES DE TRAITEMENT DES DECHETS PAPIER	PAPER WASTE TREATMENT SERVICES						ADEME05	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises)	0.17	0.0	0.136	562000 / 561200	Waste management and remediation / Facilities support	1.1	1.2	0.8800000000000001	0.76	1.1	0.6080000000000001									macro	0.76	1.1	0.6080000000000001	BB36	purchases	lab.life	11	4.3
BB36	SERVICES DE TRAITEMENT DES AUTRES DECHETS (MENAGERS, INDUSTRIELS,_x001A_)	TREATMENT SERVICES OF OTHER WASTES (HOUSEHOLD, INDUSTRIAL,...)						ADEME05	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises)	0.17	0.0	0.136	562000 / 561200	Waste management and remediation / Facilities support	1.1	1.2	0.8800000000000001	0.76	1.1	0.6080000000000001									macro	0.76	1.1	0.6080000000000001	BB36	purchases	lab.life	11	4.3
BB41	REPARATION ET MAINTECE DU MATERIEL D'ENTRETIEN DES LOCAUX	REPAIR AND MAINTENANCE OF THE EQUIPMENT OF MAINTENANCE OF PREMISES						ADEME07	Reparation et installation de machines et d'equipements	0.39	0.0	0.3120000000000001	811300	Commercial machinery repair	0.19	0.0	0.152	0.24	0.13	0.192									macro	0.24	0.13	0.192	UF43	purchases	lab.life	9	4.5
BB42	REPARATION ET MAINTECE DU MATERIEL POUR LE TRAITEMENT DES DECHETS	REPAIR AND MAINTENANCE OF WASTE TREATMENT EQUIPMENT						ADEME07	Reparation et installation de machines et d'equipements	0.39	0.0	0.3120000000000001	811300	Commercial machinery repair	0.19	0.0	0.152	0.24	0.13	0.192									macro	0.24	0.13	0.192	UF43	purchases	lab.life	9	4.5
BC01	SERVICES DE GARDIENNAGE ET DE SECURITE	SECURITY AND GUARDING SERVICES						ADEME05	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises)	0.17	0.0	0.136	561600 / 561700	Investigation and security / Buildings and dwellings services	0.16	0.08	0.128	0.2	0.15	0.16									macro	0.2	0.15	0.16	BC02	purchases	lab.life	9	4.5
BC02	SERVICES DE TELESURVEILLANCE	TELESURVEILLANCE SERVICES						ADEME05	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises)	0.17	0.0	0.136	561600 / 561700	Investigation and security / Buildings and dwellings services	0.16	0.08	0.128	0.2	0.15	0.16									macro	0.2	0.15	0.16	BC02	purchases	lab.life	9	4.5
BC03	SERVICES D'ACCUEIL	RECEPTION SERVICES						ADEME05	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises)	0.17	0.0	0.136	561100	Office administration	0.09	0.0	0.072	0.12	0.04	0.096									macro	0.12	0.04	0.096	BC03	purchases	lab.life	9	4.5
BC11	CONTR_x001A_LES RELATIFS A L'ENVIRONNEMENT (EAU, EAUX USEES, INCINERATEURS_x001A_)	ENVIRONMENTAL CONTROLS (WATER, WASTE WATER, INCINERATORS...)						ADEME05	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises)	0.17	0.0	0.136	5416A0	Environmental and other technical consulting services	0.07	0.0	0.05600000000000001	0.12	0.05	0.096	MLD2	Eurofins	0.07	0.056					meso	0.07	0.06	0.05600000000000001	BC11	purchases	lab.life	9	4.5
BC12	CONTR_x001A_LES REGLEMENTAIRES DES EQUIPEMENTS DES BATIMENTS	REGULATORY CONTROLS OF BUILDING EQUIPMENTS						ADEME05	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises)	0.17	0.0	0.136	561200	Facilities support	0.27	0.0	0.216	0.2	0.06	0.16	MLD2	Eurofins	0.07	0.056					meso	0.07	0.06	0.05600000000000001	BC12	purchases	lab.life	9	4.5
